oare_id,akk_orig,eng_orig,fwd_pred,n_sents,akk_roundtrip,chrf_roundtrip,akk_orig_bytes,akk_roundtrip_bytes
7dfa121d-05c1-4ddc-bfc9-627f2b335aab,um-ma pí-lá-aḫ-IŠTAR-ma a-na en-um-a-šùr qí-bi₄-ma a-na 6.8333 ma-na KÙ.BABBAR ša a-na DAM.GÀR ḫa-bu-lá-ku-ni a-na-kam-ma tù-na-ḫi-da-ni um-ma a-ta-ma KÙ.BABBAR ša i-ma-qú-tá-ku-ni a-na ša-nim lá tù-pá-na a-na a-lu-lá-a ki-ma DAM.GÀR šu-qú-ul 15 u₄-me lá i-li-ik KÙ.BABBAR im-qú-ta-ma a-lu-lá-a a-na-kam lá-šu-ma KÙ.BABBAR a-dí u₄-mì-im a-nim i ku-nu-ki-šu i-ba-ší a-dí ší-ni-šu ú 3 šál-ší-šu tí-ir-tí i-li-kà-kum ú i pì-a tí-ra-tim áš-ta-pá-ra-kum ta-áš-pu-ra-am um-ma a-ta-ma KÙ.BABBAR iš-tí-kà-ma li-bi₄-ší li-ba-kà lu i-de₈ ki-ma iš-tù 4 ITU.KAM KÙ.BABBAR a šu-mì-kà kà-ṣú-du u₄-ra-ni a-ta-lá-ak KÙ.BABBAR a ša ki-ma i-a-tí e-zi-ib,"From Pilah-Ištar to Ennam-Aššur: Here you instructed me about the 6.8333 minas of silver that I owe to the merchant, and you said: Whatever silver falls to you, do not set that aside to any other person; pay it to Alulaya on behalf of the merchant."" Before 15 days had gone by silver fell into my hands, but Alulaya was not here, so the silver remains to this day under his seal. 2 or 3 times I have sent word to you, and I have sent you oral messages, and you answered: ""Let the silver remain in your possession."" You certainly know that the silver has been held up for 4 months in your name. Tomorrow I shall leave. I have left the silver with my representative.""","From Pilah-Ištar to Ennam-Aššur: Here you instructed me here about the 6.8333 minas of silver that I owe to the merchant, and you said: Whatever silver falls to you do not sell it to anyone else, pay it to Alulaya on behalf of the merchant."" Before 15 days had gone by the silver fallen back, but Alulaya was not here, so the silver is under his seal. Two or three times I have sent word to you and I sent word to you with his seal. Two or three times I have sent word to you and wrote to you as follows: """,4,um-ma pí-lá-aḫ-IŠTAR-ma a-na en-um-a-šur qí-bi₄-ma a-na 6.8333 ma-na KÙ.BABBAR ša a-na DAM.GÀR ḫa-bu-lá-ku-ni a-na-kam tù-na-ḫi-da-ni um-ma a-ta-ma KÙ.BABBAR ša i-ma-qú-tá-ku-ni a-na ša-ni-im lá tù-ša-ar a-na a-lu-lá-a ki-ma DAM.GÀR šu-qú-ul 15 u₄-me-e lá-mu-nu-ma KÙ.BABBAR a-na qá-tí-a im-qú-tù-ma a-lu-lá-a a-na-kam lá-šu-ma KÙ.BABBAR a-na u₄-mì-im a-nim i ku-nu-ki-šu i-ba-ší TÚG a-dí ší-ni-šu tí-ir-tí i-li-kà-kum ù na-áš-pè-ra-tim i-li-kà-kum um-ma a-ta-ma KÙ.BABBAR i-na li-bi-kà li-ib-ší a-ta ki-ma KÙ.BABBAR a-na 4 ITU.KAM uk-ta-al a-ḫu-ur a-ta-lá-kam KÙ.BABBAR iš-tí ša ki-ma i-a-tí e-zi-ib,71.03064315362674,730,674
999f5540-3906-4571-a23d-99af539afe38,šál-ma-a-šur ù a-mur-IŠTAR iṣ-bu-tù-ni-a-tí-ma um-ma a-mur-IŠTAR-ma a-na šál-ma-a-šùr-ma DUMU me-tim a-na-ku 3 ma-na KÙ.BABBAR 3 a-tù-nu a-na a-bi₄-a ḫa-bu-lá-tù-nu ṭup-pá-ak-nu ḫa-ar-ma-am ša ḫu-bu-li-ku-nu a-bi₄ e-zi-ba-am KÙ.BABBAR šu-qú-ul ú-lá šu-ma ša-ba-e tí-šu ṭup-pá-am <gap> ú-ra <gap> ṭup-pá-kà lá-du-uk um-ma šál-ma-a-šur-ma ke-na 3 né-nu KÙ.BABBAR ni-ḫi-bi₄-il₅ a-ni-nam a-ṣé-er a-šur-ma-lik ù šál-ma-a-šur ša ki-ma i-a-tí KÙ.BABBAR ú-šé-bi₄-il₅-ma a-na ša ki-ma a-bi₄-kà KÙ.BABBAR iš-qú-lu ù iš-tù KÙ.BABBAR iš-qú-lu-ni iš-tí a-bi₄-kà a-na-me-er IGI e-dí-na-a IGI ṣí-lá-{d}IM kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ší-bu-tí-ni ba-áb i-lim IGI pá-aṭ-ri-im ša a-šur ṭup-pá-am ni-dí-in,"Šalim-Aššur and Amur-Ištar seized us, and Amur-Ištar said to Šalim-Aššur: I appear as heir. You three owe 3 minas of silver to my father. My father left me your certified tablet concerning your debt. Pay the silver. Or, if you have a quittance <gap> a tablet <gap> so I can invalidate your tablet."" Šalim-Aššur answered: ""Yes, we three became indebted for the silver. I sent Anninum to Aššur-malik and Šalim-Aššur, my representatives, with the silver, and they paid the silver to your father's representatives. Also, after they paid the silver, I met with your father."" Witnessed by Eddinaya, by Ṣill-Adad. The Kanesh colony gave us and we gave our testimony in the Gate of the God before Aššur's dagger on a tablet. ""","Šalim-Aššur and Amur-Ištar seized us and Amur-Ištar said to Šalim-Aššur: I am a heir. You three owe 3 minas of silver to my father. My father left me your certified tablet concerning your debt. Pay the silver. Or, if you have a quittance <gap> a tablet <gap> I will give your tablet."" Šalim-Aššur answered: ""Yes, we three became indebted for the silver."" Anninum seized Aššur-malik and Šalim-Aššur and said: ""Yes, we three became indebted for the silver."" Šalim-Aššur said: ""Yes, we three bec",9,šál-ma-a-šùr ù a-mur-IŠTAR iṣ-bu-tù-ni-a-tí-ma um-ma a-mur-IŠTAR-ma a-na šál-ma-a-šùr-ma me-er-ú a-ta-me-a 3 ma-na KÙ.BABBAR a-tù-nu a-na a-bi-a ḫa-bu-lá-tù-nu ṭup-pá-kà ḫa-ru-mu-tim ša ḫu-bu-li-kà a-bu-a e-zi-ib KÙ.BABBAR šu-qú-ul ú-lá šu-ma ḫa-bu-lá-tí-ni ṭup-pá-am <gap> ṭup-pá-kà lu-dí-i um-ma ša-lim-a-šùr-ma ke-na 3-né-nu a-na KÙ.BABBAR ḫa-bu-lá-ni a-ni-nam a-na a-šur-ma-lik ù šál-ma-a-šur ša ki-ma i-a-tí KÙ.BABBAR ú-šé-bi-il₅-ma KÙ.BABBAR a-na ša ki-ma a-bi-ku-nu iš-qú-lu ú iš-tù KÙ.BABBAR iš-qú-lu-ni iš-tí a-bi-kà a-na-ku a-ma-kam IGI e-dí-na-a IGI ṣí-lá-{d}IM kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni i-na ṭup-pì-im ni-dí-in KÙ.BABBAR 1 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tù ḫa-mu-uš-tim ša a-šur-DU₁₀ DUMU šu-ku-bi₄-im,67.92691008152399,811,873
943574be-1b8b-4df6-a4d0-df05e12256b0,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-a-šur-ma a-dí tí-sú-bi ša e-na-nim 10 GÍN KÙ.BABBAR ša ILLAT-tim ša IGI ú-ṣú-ra-nim iz-ku-a-ni 10 GÍN KÙ.BABBAR i-na KÙ.BABBAR-pì-a a-na-ku-ma ta-aṣ KÙ ta-lá-qé,"To Ali-ahum from Damiq-pī-Aššur: Concerning Ennānum's additions, the 10 shekels of silver from the caravan that became available to me with Uṣurānum as witness, pay him 10 shekels of silver out of my silver that I left with you and then set witnesses for him. He seized me here and said: Give me the silver!"" I answered: ""<gap>you will receive the silver.""""","To Ali-ahum from Damiq-pī-Aššur: Concerning Ennānum's additions, the 10 shekels of silver from the caravan that was cleared by Uṣurānum with respect to the 10 shekels of silver from my silver that I personally said: Take care."" You will receive the silver.""",2,a-na a-lá-ḫi-im qí-bi-ma um-ma SIG₅-pí-a-šur-ma a-dí té-ṣú-bi ša en-na-nim 10 GÍN KÙ.BABBAR ša ILLAT-tim ša IGI ú-ṣú-ra-nim iz-ku-a-ni 10 GÍN KÙ.BABBAR i-na KÙ.BABBAR-pí-a šu-qú-ul-šu-ma ù ší-be šu-uk-na-šu-um a-na-kam iṣ-ba-at-ma um-ma šu-ut-ma KÙ.BABBAR dí-nam um-ma a-na-ku-ma KÙ.BABBAR ta-lá-qé,77.3367917564381,228,340
76214fc1-7b69-4668-98fd-201fb9fe8f8e,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB MAR.TU-ba-ni DUMU ma-na-na KIŠIB lá-qé-ep DUMU PUZUR₄.IŠTAR a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in i-tur₄-DINGIR DUMU a-mur-IŠTAR tap-pá-i-ni,"Sealed by Akuza son of Šu-Anum, by Amurrum-bāni son of Manana, by Lā-qēp son of Puzur-Ištar. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Itūr-ilī son of Amur-Ištar was our (absent) partner. ","Sealed by Akuza son of Šu-Anum, by Amurrum-bāni son of Manana, by Lā-qēp son of Puzur-Ištar. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Itūr-ilī son of Amur-Ištar was our (absent) partner.",3,KIŠIB a-ku-za DUMU šu-a-nim KIŠIB MAR.TU-ba-ni DUMU ma-na-na KIŠIB lá-qé-ep DUMU PUZUR₄.IŠTAR a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in i-tur₄-DINGIR DUMU a-mur-IŠTAR tap-pá-i-ni,96.83812343936283,262,259
4babe264-1ab7-4012-9247-ed95a50102c0,1.5 ma-na 2 GÍN i ṭup-pì-im lá-pì-it 1.8333 ma-na a qá-tí-a ta-dí ŠU.NÍGIN 3 ma-na šu-mì ku-ni-lim É kà-ri-im lá-pí-it i-5 ku-ta-ni TA ša É kà-ri-im i-dí-ú-ni 2 TÚG ša ku-ni-lúm ŠÀ.BA 0.5 TÚG i qá-tí ku-ni-lim ú-ṭá-ḫa IGI iš-ma-{d}IŠKUR IGI bu-za-zu,"For 1 mina 32 shekels he has been registered on the tablet. 1.8333 mina you deposited as my share. In all 3.5 minas have been booked in Kūn-ilum's name in the colonial office. Of the 5 -textiles each? that they deposited in the colonial office, 2 pieces belong to Kūn-ilum, thereof I will transfer 0.5 textile from Kūn-ilum's share. Witnessed by Išme-Adad, by Buzāzu.","1.5 mina 2 shekels has been booked in the tablet, 1.8333 mina you deposited as my share - in all 3 minas have been booked in Kūn-ilum's name in the colonial office. Of the 5 -textiles each that they deposited in the colonial office, 2 pieces belong to Kūn-ilum, thereof I will transfer 0.5 textile from Kūn-ilum's share. Witnessed by Išme-Adad, by Buzāzu.",6,1.8333 ma-na 2 GÍN i-na ṭup-pì-im lá-šu 1.8333 ma-na a-na qá-tí-a ta-dí-in ŠU.NÍGIN 3.5 ma-na šu-mì ku-ni-lim i-na É kà-ri-im lá-áp-tù i-na 5 ku-ta-ni 1 TÚG ku-ta-num ša a-na É kà-ri-im i-dí-nu 2 TÚG ša ku-ni-lim ŠÀ.BA 0.5 TÚG i-na qá-tí ku-ni-lim ú-ṭá-ḫi IGI iš-ma-{d}IM IGI bu-za-zu,66.01016182397757,287,321
0db91c91-7c07-4b21-962a-a6cde6af9a20,<gap> né-ma-al-šu ba-a-nim a ma-lá dí-in a-lim{ki} KÙ.BABBAR šu-uq-lá-ma ù a-na a-lim{ki} lu ni-lik lá tù-na-ḫa-ni lá ri-ig-ma-tum ší-bu-tum uš-kà-i-in a ṭup-pí-im ša a-lim{ki} ú ra-bi₄-ṣí-im ša be-li-a um-ma en-um-a-šur-ma a-na a-ba-ba-ma a-ta IGI a-we-li a-ni-ú-tim ta-aṣ-ba-tám-ma i-na dí-tim ta-áš-a-lá-ni a-ta ra-bi-ṣú-um i-li-kam-ma um-ma a-lá-ḫu-um-ma a-ḫi ma a bu a-ša-al ni-a-tí iš-al-ni-a-tí-ma na-pá-lá-tí-ni a-na a-lim{ki} i-ta-ba-al i-nu-mì a-bu-ni i-na dur₄-ḫu-mì-it me-tù a-na-ku lá-šu-a-ku-ma a-ḫi a-lá-ḫu-um i ri-iš a-bi-a i-zi-iz ús-ta-ki-lu-ni-ma a-bi ma-lá li-bi-šu-ma ù-lá-pí-it mì-ma a-na a-bi-a lá ḫa-bu-lá-ku ba-a-am URUDU ša dur₄-ḫu-mì-it bu-lá-tí lu ni-al-qé-a-am-ma a ma-lá dí-in a-lim{ki} iš-tí-kà a-na a-lim{ki} lu ni-lik-ma i-na bu-lá-tí ša a-bi-ni li-ma-am lu nu-ṭá-ib-ma i-na ší-ma-tí-ni ša a-bi₄-ni ša a-lim{ki} iš-tí a-ḫi-a ù a-ḫa-tí-a <gap> ra-bi-ṣú-um <gap> (l,"<gap> his profit. Come on! Pay in accordance with the verdict of the City, and then let us go to the City. Do not obstruct me."" This is not a formal lawsuit but a witnessed questioning. ""I submit to the tablet from the City and my lord's attorney."" Ennam-Aššur said to Ababa: ""It is you who have seized me before these men and you have questioned me in court. It is you who came as an attorney, but Ali-ahum said: 'I shall question my brother <gap>' It was us that he questioned and he took our answers away to the City. When our father died in Durhumit I personally was not present, but my brother Ali-ahum took care of my father. They appropriated things illegally and my father wrote what he wished. I do not owe anything to my father. Come on, let us take the copper in Durhumit, the assets, and let us go with you to the City in accordance with the verdict of the City and let us satisfy the eponym with the assets of our father and let me discuss the testament of our father in the City with my brother and my sister <gap> the attorney <gap> The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by <gap> by Suen-damiq, son of Aššur-imittī.""","<gap> his plenary assembly. Come, pay in accordance with the verdict of the City silver and then let us go to the City. Do not obstruct me, there is no consideration."" To the tablet from the City and my lord's attorney. Ennam-Aššur said to Ababa: ""Indeed, you have seized me before these men and you questioned me in the verdict, but Ali-ahum said: 'I question my brother, my dear brother, I question my brother!' I questioned us and Ali-ahum said: 'I question my brother, my dear brother, I question us and w",11,<gap> šu-um-šu <gap> ba-a-nim <gap> a ma-lá dí-in a-lim{ki} šu-qú-ul-ma ù a-na a-lim{ki} lu ni-lik lá tù-na-ḫa-ni lá ri-ig-ma-tum a-wa-tum ší-bu-tum a-na ṭup-pì-im ša a-lim{ki} ù ra-bi-ṣú-um ša be-li-a um-ma en-um-a-šur-ma a-na a-ba-ba-ma a-ta IGI a-we-li a-ni-ú-tim ta-aṣ-ba-at-ma i-na DINGIR-lim ta-áš-a-al a-ta ra-bi-ṣa-am i-li-kam-ma um-ma a-lá-ḫu-um-ma a-ḫi a-ša-al ni-a-tí ú-ša-al-ni-ma a-na a-lim{ki} e-ta-wu i-nu-mì a-bu-ni i-na dur₄-ḫu-mì-it i-mu-ut-ni a-na-ku ú-lá a-na-ku ú a-lá-ḫu-um a-ḫu-um a-na a-bi-a i-ḫi-id a-bu-a lá i-sà-ḫu-ru-ma a-bu-a a ma-lá li-bi-šu šu-up-ra-am mì-ma a-na a-bi₄-a ḫa-bu-lá-ku ú-lá ḫa-bu-lá-ku ba-a-nim URUDU i-na dur₄-ḫu-mì-it bu-lá-tim ni-il₅-qé-ma a-na ma-lá dí-in a-lim{ki} a-na a-lim{ki} ni-lik-ma a-na ma-lá dí-in a-lim{ki} lu ni-lik-ma li-mu-um ša bu-lá-tim ša a-bi₄-ni lu nu-ša-bi₄-ma ší-ma-at a-bi₄-ni i-na a-lim{ki} KI a-ḫi-a ù a-ḫa-tí lu <gap> ra-bi₄-ṣú-um <gap> a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI <gap> IGI sú-en₆-SIG₅ DUMU a-šur-i-mì-tí,65.127306093086,1012,1184
6b3d989a-03a0-4e3f-9d67-4c1a63623a9a,KIŠIB zi-qí-qí DUMU ì-lí-dan KIŠIB šál-ma-a-šur DUMU ú-zu-a KIŠIB PUZUR₄.IŠTAR DUMU id-na-a 0.3333 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am bé-ú-lá-tim ša e-lá-ma PUZUR₄.IŠTAR DUMU id-na-a il₅-qé iš-tí KÙ.BABBAR uk-ta-al KÙ ú-ta-ar-ma ú i-ta-lá-ak šu-ma a-e-ma ú-dá-pì-ir e-ga-ar-ma ig-ri sà-ri-dim ú-ma-lá 2 GÍN KÙ.BABBAR lu-bu-šu il₅-qé,"Seal of Ziqiqi, son of Ilī-dān, seal of Šalim-Aššur, son of Uzua, seal of Puzur-Ištar, son of Idnāya. 25 shekels of refined silver, a working capital belonging to Elamma, Puzur-Ištar, son of Idnāya, has received; with the silver he is held. When he returns the silver he can leave. If goes somewhere else I will rent somebody and the wages of the donkey-driver he shall compensate. Two shekels of silver, his clothing allowance, he has received.","Seal of Ziqiqi, son of Ilī-dān, seal of Šalim-Aššur, son of Uzuwa, seal of Puzur-Ištar, son of Idnāya. 0.3333 mina 5 shekels of refined silver, the working capital of Elamma, Puzur-Ištar, son of Idnāya, has received from the silver. He is held in service with the silver. He will charge the silver and then will charge it. If the maid disappears, he will charge the wagons of the driver. He took 2 shekels of silver.",5,KIŠIB zi-qí-qí DUMU ì-lí-dan KIŠIB ša-lim-a-šùr DUMU ú-zu-a KIŠIB PUZUR₄.IŠTAR DUMU id-na-a 0.3333 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at e-lá-ma PUZUR₄.IŠTAR DUMU id-na-a il₅-qé i-na KÙ.BABBAR ú-kà-al i-nu-mì KÙ.BABBAR i-tù-ra-ni i-ta-al-kam šu-ma a-ma-kam ma-ma-an ú ig-re ANŠE.ḪI.A ú-ma-lá ú-ma-lá 2 GÍN KÙ.BABBAR lu-bu-šu il₅-qé,69.49745942509693,381,387
aad0ebf8-6ac3-423b-a96c-b9c9b65fc7ab,a-na e-lá-ma qí-bi-ma um-ma <gap> ù a-šur-ma-lik-ma 4 GÚ AN.NA ku-nu-ki ša a-lim{ki} ú <gap> ku-ta-ni ILLAT la-qé-pí-im ub-lam ŠÀ.BA 17.5 ma-na AN.NA lá ku-nu-ki 5 ku-ta-nu i-na É.GAL-lim lá-qé-ú ki-ma té-er-ta-kà lá-šu-ni i-pì-kà a-na <gap> um-ma a-ta-ma AN.NA i-ṣé-er DAM.GÀR-ri-im li-dí-šu a <gap>,"To Elamma, say, thus <gap> and Aššur-mālik?: 4 talents of tin with seals applied in the City and <gap> -textiles? Lā-qēpum's <gap>. Thereof: 17.5 minas of tin without () 5 -textiles were taken in the palace. a written instruction on the basis of what you said to <gap>: ""Let him entrust the tin to an agent <gap>""""","Say to Elamma, thus <gap> and Aššur-mālik: 4 talents of tin with seals in the City and <gap> -textiles Lā-qēpum's caravan. Thereof: 17.5 minas of tin without the seals, 5 -textiles were taken in the palace. According to your instruction you said to <gap>: ""Let him give him the tin to the merchant <gap>""""",4,a-na e-lá-ma qí-bi₄-ma um-ma <gap> ù a-šur-ma-lik-ma 4 GÚ AN.NA ku-nu-ki ša a-lim{ki} ú <gap> ku-ta-ni <gap> <gap> ša lá-qé-pí-im <gap> ŠÀ.BA 17.5 ma-na AN.NA lá ú-lá 5 TÚG ku-ta-nu i-na É.GAL-lim lá-qé-ú TÚG lá-pì-tám ki-ma um-ma a-ta-ma AN.NA a-na DAM.GÀR li-ip-qí-id <gap>,66.58810575766249,328,304
5a259396-70b6-49ec-a72c-fb01ab396273,um-ma i-li-a a-šur-re-ṣí en-nam-a-šur ù da-dí-a-ma a-na e-la-ma qí-bi₄-ma 0.8333 ma-na LÁ 2 GÍN KÙ.BABBAR ša KÙ a-la-ḫi-im ša li-bi₄ na-ru-qí-kà ni-il₅-qé-a-šu-ma ší-ma-am ni-iš-a-ma ku-na-a ú-šé-bi₄-kum lá 1 ma-na KÙ.GI ša a-na a-lá-ḫi-im a-ta ša-áp-kà-tí-ni 1.6666 ma-na KÙ.BABBAR ni-il₅-qé-ma ší-ma-am ni-iš-a-ma a-šur-lá-ma-sí ú-šé-ri-a-kum 0.3333 ma-na KÙ.BABBAR ša ší-im ANŠE.ḪI.A ša a-na a-lá-ḫi-im tù-šé-bi₄-lá-ni a-na li-bi₄ lu-qú-tí-kà na-dí en-nam-a-šur ù šu-IŠTAR DUMU da-da-nim ú-šé-ṣí-ú-ni-kum 20 ma-na URUDU iš-tí DINGIR-ba-ni 8 ma-na URUDU iš-tí aḫ-ma-a ni-il₅-qé-ma 4 TÚG šu-ru-tim ni-iš-a-ma en-nam-a-šur ù šu-IŠTAR DUMU da-da-nim ub-lu-ni-kum a-šu-mì KÙ.BABBAR ša É A.BA ša na-ru-uq a-la-ḫi-im ša ta-áš-pu-ra-ni qá-at-kà ù qá-sú ša a-la-ḫi-im a-šur-DU₁₀ il₅-qé ší-ma-am iš-a-ma ú-šé-ṣí né-nu mì-ma ú-lá ni-il₅-qé,"Thus Iliya, Aššur-rēṣī, Ennam-Aššur and Dadiya, say to Elamma: 48 shekels of silver, which is silver of Ali-ahum that is part of your joint-stock fund, we took it and made purchases with it and Kunnaya has sent them to you. (As for) the 1 mina of gold you yourself have invested with Ali-ahum, we collected 1.6666 mina of silver and made purchases and Aššur-lamassī has brought them to you. 0.3333 mina of silver of the price of the donkeys you sent to Ali-ahum has been added to your merchandise; Ennam-Aššur and Šu-Ištar, son of Dadānum, have shipped it off to you. We collected 20 minas of copper from Ilī-bāni and 8 minas of copper from Ahmaya and we bought (with it) dark textiles; Ennam-Aššur and Šu-Ištar, son of Dadānum, have brought it to you. As for the silver of the paternal house that is (in) the joint-stock capital of Ali-ahum, about which you wrote - Aššur-ṭāb took your and Ali-ahum's part (and) he made purchases (with it) and shipped them off. We ourselves did not receive / take anything.""","Thus Iliya, Aššur-rēṣī, Ennam-Aššur and Dadiya, say to Elamma: 0.8333 mina less 2 shekels of silver from the silver of Ali-ahum, which is in the possession of your joint-stock capital, we took it and made purchases and Kunnāya has sent it to you. As to the 1 mina of gold you yourself invested in Ali-ahum, we took 1.6666 mina of silver and made purchases and Aššur-lamassī has brought it to you. 0.3333 mina of silver from the price of the donkeys you have brought to Ali-ahum we took and made purc",6,um-ma i-li-a a-šur-re-ṣí en-um-a-šur ù da-dí-a-ma a-na e-lá-ma qí-bi₄-ma 0.3333 ma-na 8 GÍN KÙ.BABBAR ša KÙ.BABBAR a-lá-ḫi-im ša i-na li-bi₄ na-ru-qí-kà ni-il₅-qé-šu-ma ší-ma-am ni-iš-a-ma ku-na-a ú-šé-bi₄-lam 1 ma-na KÙ.GI ša a-lá-ḫu-um ta-dí-na-a-ni 1.6666 ma-na KÙ.BABBAR ni-il₅-qé-ma ší-ma-am ni-iš-a-ma a-šùr-lá-ma-sí ú-bi-il₅-kum 0.3333 ma-na KÙ.BABBAR ša ší-im ANŠE.ḪI.A ša a-na a-lá-ḫi-im tù-šé-bi-lá-ni a-na lu-qú-tí-kà ú-ra-dí en-um-a-šùr ù šu-IŠTAR DUMU da-da-nim ú-bi-il₅-šu 20 ma-na URUDU ša ili₅-ba-ni ù 8 ma-na URUDU ša aḫ-ma-a ni-il₅-qé-ma TÚG šu-ru-tum ni-iš-a-am en-um-a-šur ù šu-IŠTAR DUMU da-da-nim ub-lu-nim KÙ.BABBAR ša É a-bi₄-im ša ta-áš-pu-ra-ni ša na-ru-qí-im ša a-lá-ḫi-im ša ta-áš-pu-ra-ni a-šùr-DU₁₀ ší-ma-am ú-ša-áš-ma ú-bi₄-il₅ Mì-ma né-nu lá il₅-qé,66.52591215886102,981,921
10bd64cd-2f89-4634-a5ca-e28bba719142,KIŠIB en-na-nim DUMU šu-bé-lim KIŠIB ú-ṣú-ur-ša-a-šur DUMU a-mur-i-a 13.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na ṣé-er ú-ṣú-ur-ša-a-šur DUMU a-mur-i-a i-ri-šum i-šu iš-tù ḫa-mu-uš₁₀-tim ša a-šur-i-mì-tí ù a-mur-IŠTAR 0.3333 GÍN.TA i-na ITU.KAM ú-ṣa-áb,"Seal of Ennānum son of Šu-Bēlum, seal of Uṣur-ša-Aššur son of Amurriya. Uṣur-ša-Aššur son of Amurriya owes 13.5 shekels of refined silver to Irišum. Reckoned from the week of Aššur-imittī and Amur-Ištar he must add interest at the rate 0.3333 shekel per month.","Seal of Ennānum son of Šu-Bēlum, seal of Uṣur-ša-Aššur son of Amurriya. Uṣur-ša-Aššur son of Amurriya owes 13.5 shekels of refined silver to Irišum. Reckoned from the week of Aššur-imittī and Amur-Ištar he will add as interest 0.3333 shekel per month.",3,KIŠIB en-na-nim DUMU šu-be-lim KIŠIB ú-ṣur-ša-a-šur DUMU a-mu-ri-a 13.5 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ú-ṣur-ša-a-šur DUMU a-mu-ri-a i-ri-šum i-šu iš-tù ḫa-muš-tim ša a-šur-i-mì-tí ù a-mur-IŠTAR 0.3333 GÍN.TA i-na ITU.KAM ú-ṣa-áb,80.01922551936748,289,271
e850cbbe-2e7b-45ff-b921-6a3421331c08,30 GÚ URUDU sà-ḫi-ra-am ša dur₄-ḫu-mì-it i-na ṣé-er ma-ma-ḫi-ir DUMU a-mur-IŠTAR ša-lim-a-šur i-šu i-na e-ra-bi₄-šu-ma ITU.KAM i-lá-ak KÙ.BABBAR a-na ša ki-ma šu-a-tí šu ú-šé-ba-lá-ma <gap> ki-ma <gap>-dí-ú URUDU i-ša-qal <gap> šu-ma lá ú-šé-bi₄-lam-ma ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb IGI en-na-sú-in IGI sà-li-a IGI a-šur-na-da IGI SIG₅-pí-a-šur,"Man-mahir son of Amur-Ištar owes 30 talents of -copper from Durhumit to Šalim-Aššur. When he arrives one month will pass, and then he will send silver to his representatives, and <gap> he will pay in copper. If he has not sent it (in time), he will pay interest in accordance with the rule of the colony. Witnessed by Enna-Suen, by Salliya by Aššur-nādā, by Damiq-pī-Aššur. ","Man-mahir son of Amur-Ištar owes 30 talents of -copper from Durhumit to Šalim-Aššur. When he arrives month will pass, he will send silver to his representatives, and <gap> he will pay in accordance with the rule of the colony. Witnessed by Enna-Suen, by Salliya by Aššur-nādā, by Damiq-pī-Aššur.",4,30 GÚ URUDU ší-kam ša dur₄-ḫu-mì-it i-ṣé-er ma-ma-ḫi-ir DUMU a-mur-IŠTAR ša-lim-a-šùr i-šu i-na e-ra-bi₄-šu ITU.KAM i-lá-ak-ma ù KÙ.BABBAR a-na ša ki-ma šu-a-tí ú-šé-ba-lam-ma <gap> a-na URUDU i-ša-qal šu-ma lá ú-šé-bi₄-lam ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb IGI en-na-sú-in IGI sà-li-a IGI a-šur-na-da IGI SIG₅-pí-a-šur,76.97412637542716,413,381
