oare_id,src_words,tgt_words,word_ratio,gap_count,transliteration,translation
de51a1e7-8b04-4241-8b2d-d10754c3c67a,107,14,0.1308411214953271,1,2 GÍN KÙ.BABBAR ni-qí-i-šu ša a-šùr-ma-lik DUMU a-lá-ḫi-im a-dí-in i-nu-mì ú-ṣú-ur-ša-IŠTAR li-tí-iz e-pu-šu-ni 2 GÍN KÙ.BABBAR ni-qí-i-šu ú-šé-bi-il₅-šu-um i-nu-mì ma-ḫa-i É iš-ḫa-ra e-li-ú-ni 5 GÍN KÙ.BABBAR ni-qí-i-šu a-dí-šu-um i-nu-mì be-lúm-ba-LIM DUMU NU.BÀNDA 2 GÍN KÙ.BABBAR ni-qí-i-šu a-dí-in a-na a-ḫe-šu 1 GÍN.TA KÙ.BABBAR a-dí-in a-na a-šùr-ba-ni DUMU ku-ta-a 2 GÍN KÙ.BABBAR ni-qí-i-šu a-dí-in 2.5 GÍN KÙ.BABBAR a-na dan-a-šùr DUMU PUZUR₄-a-šùr ni-qí-i-šu a-dí-in 3 GÍN KÙ.BABBAR a-na be-lá-nim DUMU šu-a-šùr ni-qí-i-šu a-dí-in 2 GÍN KÙ.BABBAR a-na PUZUR₄-a-na DUMU i-dí-{d}IM ni-qí-i-šu a-dí-in 1 GÍN KÙ.BABBAR ni-qí-i-šu a-na šu-zu-zu a-dí-in 1 GÍN KÙ.BABBAR a-na a-šùr-<gap>-ri ni-qí-i-šu a-dí-in 1 GÍN KÙ.BABBAR a-na aḫ-ša-lim ni-qí-i-šu ak-ru-ub 1 GÍN KÙ.BABBAR a-na i-na-sú-in a-dí-in šu-a-nim,I gave 2 shekels of silver for the sacrifices of Aššur-malik son of Ali-ahum;
b7f7be46-076f-42d3-ba4a-524ebaa39ca5,52,7,0.1346153846153846,16,<gap> 0.5 GÍN a-šùr-ma-lik <gap> pá-ni-am i-na-pá-al <gap> 0.5 GÍN KÙ.BABBAR a-mur-{d}UTU i-na-pá-al <gap> ma-na 1.6666 GÍN KÙ.BABBAR <gap>-im ša áš-qú-lu <gap> GÍN KÙ.BABBAR i-na-pá-al a-šur-ma-lik <gap> kur-ub-IŠTAR <gap> tù-um-li-a-i-im <gap> zi-ib <gap> GÍN KÙ.BABBAR i-ri-šum i-na-pá-lam <gap> ma-na 2.5 GÍN <gap>-tum 3 GÍN <gap>-ḫi-im i-na <gap>-im ša i-ba-ší-ú <gap> a-ḫa-ma <gap>,<gap> 0.5 shekel Aššur-malik <gap> will balance;
2e1ab3e9-90ef-48f9-9517-fc9b7329f311,22,3,0.13636363636363635,2,1 GÚ <gap> at-lá+lá-<gap> KI PUZUR₄.IŠTAR a-ḫi-šu a-ḫa-ma 15 ma-na URUDU SIG₅ ší-im tí-sà-pì-im 14 ma-na URUDU SIG₅ ší-im pí-ri-kà-ni KI PUZUR₄.IŠTAR-ma,1 talent <gap>
e18c267c-d397-4318-b821-c053d6f32818,43,6,0.13953488372093023,1,KIŠIB IŠTAR-ba-ni DUMU ás-qú-dim KIŠIB en-nam-a-šùr DUMU ì-lí-re-i KIŠIB ku-lu-ma-a DUMU a-ta-a 10 ma-na 15 GÍN URUDU ma-sí-a-am i-ṣé-er IŠTAR-ba-ni <gap> i-šu iš-tù ḫa-mu-uš-tim ša ì-li-a ù kàr-wa-a a-na ITU.KAM i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb ITU.KAM ma-ḫu-ur-ì-lí li-mu-um DU₁₀-a-šur,"Seal of Ištar-bāni, son of Asqudum, "
4ac8fc85-8b60-478e-a4ee-855368073efb,83,12,0.14457831325301204,10,0.5 ma-na 5.5 GÍN KÙ.BABBAR KI ṣí-li-IŠTAR ša ší-na-ḫu-tim IGI ib-ni-{d}IM DUMU kà-a-a iš-pu-ra-ma 1 ma-na AN.NA a-na me-er-i-šu ù e-mì-šu a-dí-in 7.5 GÍN ší-im-šu ŠU.NÍGIN 0.6666 ma-na 3 GÍN <gap> GÍN KÙ.BABBAR KI <gap> 1.5 ma-na KÙ.BABBAR me a a mur ma ba-ru-ší-im 0.3333 ma-na bu-ú-lá-tù-šu 2 TÚG e-zi-ba-<gap> 1 ma-na KÙ.BABBAR me-eḫ-ra-tim a-dí-šu-um i-na ŠÀ.BA 7 GÍN KÙ.BABBAR ba-<gap> me <gap> nim-ma ki-li <gap> i-<gap>-na-na <gap> ma-na ší-im áb ḫu za <gap> zi lá TI <gap> ší-im bi-ti i tù-wa-ri-šu i-ša-qal,0.5 mina 5.5 shekels of silver is owed by Ṣilli-Ištar from Šinahuttum.
08be4fa5-528d-4cd7-a3b9-a7f6452b61d1,55,8,0.14545454545454545,9,4 ḫi-dim KÙ.BABBAR <gap> ḫu-bu-li ša <gap> i-ší-it 15 ḫi-dim ší-im TÚG.ḪI.A SIG₅ ša i-a-li-a ub-lu-ni a-ḫa-ma i-nu-mì ša-lim-ar-dí ù i-a-li-a i-tu-ru-ni 2 ku-ta-ni SIG₅ DIRI <gap>-ma-an 1.5 ma-na 4 ḫi-dim KÙ.BABBAR lu-bu-šu-um ki-<gap> 10 <gap> ḫi-dim 5 <gap> 4 ḫi-dim TA 0.5 ma-na KÙ.BABBAR <gap> ŠU.NÍGIN 5 ma-na KÙ.BABBAR iš-tí <gap> ša qá-tí <gap>,"4 silver beads, the debt of <gap>, remains. "
0d14c5a8-c152-4417-90cc-36b6dff3226d,39,6,0.15384615384615385,0,KIŠIB zu-ba DUMU en-na-nim KIŠIB PUZUR₄-a-na DUMU a-šur-dan KIŠIB na-áb-sú-in DUMU PUZUR₄-we-er KIŠIB a-al-DU₁₀ ša 11 ma-na KÙ.BABBAR qá-ta-at a-al-DU₁₀ a-šur-{d}UTU ú en-na-sú-in il₅-ta-ap-tù-ni šu-ma KÙ i-na ṣé-er a-šur-{d}UTU ú en-na-sú-in i-ta-al-qé É-bé-tum ša a-lim{ki} ša a-al-DU₁₀ e-ru-ba-at KÙ,"Seal of Zuba, son of Ennānum,"
ac38eb49-b6a9-4d6e-a157-7d15db0db680,98,16,0.16326530612244897,0,a-šur-ma-lik ù a-na-ku ni-kà-sí ni-sí-ma il₅ šu uš ma 5 ma-na KÙ.BABBAR i-ṣé-ri-a il₅-qé ŠÀ.BA 1 ma-na 11 GÍN KÙ.BABBAR ša DUMU da-lá-áš 1 ma-na KÙ.BABBAR ú-šé-bi-lá-ku-ma a-na a-lim{ki} ta-áš-ku-un-ma 2 ma-na KÙ.BABBAR la ta-ba-ta-qám 0.3333 ma-na 4 GÍN a-na DUMU a-šur-ta-ak-lá-ku ḫa-mu-ri-im áš-qúl 0.5 ma-na KÙ.BABBAR ša-du-a-tám a-na qá-tí ḫu-ru-bi a-dí-in 9 GÍN KÙ.BABBAR ší-im GU₄.ḪI.A ṣa-al-mì-im 15 GÍN a-na da-a-a DUMU PUZUR₄-a-na áš-qúl 0.6666 ma-na KÙ.BABBAR ší-im 5 GÍN KÙ.GI tal-qé 7.5 GÍN KÙ.BABBAR ší-im 5 UDU.ḪI.A tal-qé mì-ma a-nim a-šu-mì a-šùr-ma-lik DUMU kà-a-tim a-šur-GAL DUMU a-ku-za ú-ša-qí-il₅ ù ta-aḫ-sí-is-tám a-ni-tám i ba-áb né-bi-ri-šu a-šùr-GAL ú-lá-pí-sí,"Aššur-malik and I settled accounts, and <gap> he took 5 minas of silver on my account. "
629f1e04-a93d-429b-bdb1-aa6e02278659,18,3,0.16666666666666666,3,10 ma-na <gap> a-šur <gap> a-na <gap> 2.5-GÍN KÙ.BABBAR aḫ-bu-ul-šu-um IGI ku-ra DUMU na-ra-am-ZU IGI a-šùr-DU₁₀ DUMU lu-lu-ú,10 minas <gap>
5db6ccde-0832-482f-8dcd-e4da3138cf06,34,6,0.17647058823529413,0,KIŠIB ḫu-lu-ba KIŠIB ša-ar-ni-ga-šu KIŠIB a-šur-mu-ta-pì-il₅ KIŠIB ili₅-TAB.BA DUMU id-na-a 0.3333 ma-na 2.5 GÍN KÙ.BABBAR bé-ú-lá-at a-ta-aḫ-šu ḫa-pu-a-šu a-bu-šu il₅-qé iš-tí KÙ.BABBAR uk-ta-al šu-ma a-na kà-ni-iš a-ša-pá-ra-šu ma-ma-an bé-el ḫu-bu-li-šu ša a-bi-šu lá i-ṭá-ḫi-šu-um,"Seal of huluba, seal of Šarnigaššu, "
194a79ff-646e-41a4-9f8b-670620da1e54,11,2,0.18181818181818182,0,a-na na-áb-sú-en en-um-a-šur ù li-bur-be-lí DUMU ás-qú-di-a KIŠIB ÌR-dim DUMU ku-zi-a,"To Nabi-Suen,"
bcad41ab-0c33-43f2-b9ff-d2b30699f181,60,11,0.18333333333333332,14,0.3333 ma-na <gap> KÙ.BABBAR ṣa-ru-pu-um KI a-we-lá-tim <gap> ITU.KAM be-el-té-kà-lim li-mu-um <gap> nu <gap> ma ni <gap> IGI DUG-ṣí-li-a-šur IGI a-šùr-ba-ni za <gap> IGI ba-ba-li IGI be-lí-a DUMU DINGIR-ba-ni i-na 0.5 ma-na KÙ.BABBAR ù ṣí-ib-tí-šu ša li-bi₄ šu-ku-bi-im ŠÀ.BA-<gap>-GÍN KÙ.BABBAR 0.3333 ma-na 2 <gap> ší-im UD <gap> 10 GÍN KÙ.BABBAR <gap> a-na <gap> ni-<gap> 12.5 GÍN <gap> lá ḫi-ri <gap>,0.3333 mina <gap> of refined silver is owed by the ladies.
474a0cdb-9910-466c-8431-3c0a20298013,124,23,0.18548387096774194,4,ŠU.NÍGIN 2 ma-na 15.6666 GÍN KÙ.BABBAR ṣa-ru-pá-am i-nu-mì a-na ḫa-ḫi-im a-li-ku i-na ni-kà-sí a-šur-GAL iš-ku-nam-ma um-ma a-na-ku-ma mì-ma KÙ.BABBAR a-ni-im ni-kà-sú-ni IGI en-na-sú-in DUMU nu-ur-DINGIR-šu ù šál-ma-a-šùr DUMU ba-za-za ni-sí-ma i-na li-bi₄ 3 GÚ URUDU SIG₅ ù 12 ku-ta-ni ša a-na šál-ma-a-šur ù ku-wa-tí e-zi-bu tù-ṣa-ḫi-ra-am a-lá-an 10 GÍN KÙ.BABBAR ša a-na lá-ma-sí-tim 7.5 GÌN ša ḫa-bu-a-lá ù 2 GÍN ša da-dí-a ú ku-wa-tí mì-ma ša-ni-a-am i-na ba-áb ḫa-ra-nim a šu-mì-a lá ta-áš-qúl um-ma šu-ut-ma <gap> ša URUDU SIG₅ <gap> lá ša-bu 20 <gap> ma-na KÙ.BABBAR ša <gap> AN tal-qé-ú ù i-na ša ik-ri-bi₄-kà a šu-mì-kà ú-ša-qí-il₅ um-ma a-na-ku-ma šál-ma-a-šur ša i-na re-ší-ni i-za-zu lu-ḫa-sí-is-ni-a-tí-ma šu-ma lá ta-aḫ-ta-sà-as GÍR ša {d}a-šùr ta-am-am-ma KÙ.BABBAR ša ik-ri-bi₄-a li-ḫi-li-iq IGI šu-IŠTAR DUMU šu-a-a IGI ú-ṣú-ra-nim ma-mì-tám a-dí-šum,"In all: 2 minas 15.6666 shekels of refined silver Aššur-rabi put down at the accounting when I went to hahhum, and I said:"
6bba0a9c-51fc-4fc0-87d3-c65def1790ad,90,17,0.18888888888888888,11,<gap> ku-nu-ki-ni <gap> 15.3333 GÍN.TA KÙ.BI 45.3333 ma-na 1 GÍN 50 ma-na AN.NA qá-tim 13 GÍN.TA KÙ.BE 3.8333 ma-na <gap> GÍN 5 ANŠE ṣa-lá-mu 1.6666 ma-na KÙ.BABBAR it-bu-lu 12.5 GÍN ú-nu-sú-nu <gap> a-na 1.5 sà-ri-de₈-e <gap> 1 ma-na 12 GÍN KÙ.BABBAR a-na be-a-lim ni-dí-in 5 GÍN KÙ.BABBAR a-na lu-bu-ší-šu-nu ni-dí-in 45 TÚG 3.8333 ma-na 3 GÍN it-bu-lu ŠÀ.BA 20 TÚG ša li-we-tim 25 TÚG e-li-a-tum 1 ma-na 14 GÍN <gap> tí-ma <gap> a-na pì-lá-aḫ-IŠTAR ni-dí-in 0.5 ma-na <gap> wa-ṣí-tum 5 GÍN i ma-sà-im im-ṭí <gap> ša sà-e-tim <gap> GÚ.TA <gap>,<gap> under our seals; at the rate of 15.3333 to 1: in silver 45.3333 minas 1 shekel;
433be08c-c218-4bbe-b0e7-d6c229dc37bd,52,10,0.19230769230769232,4,i-nu-mì a-na ḫa-ḫi-im a-li-ku 5 GÍN KÙ.BABBAR a-na sà-ḫe-er-tim <gap>-2 GÍN KÙ.BABBAR a-na É ub-ri a-dí-in 5 GÍN KÙ.BABBAR a-šar ANŠE.ḪI.A i-zi-zu-ni a-dí-in 1 GÍN KÙ.BABBAR a-na né-ba-ar-tim a-dí-in <gap> GÍN KÙ.BABBAR a-na ra-bi₄-ṣí-im a-dí-in 4.3333 GÍN KÙ.BABBAR a-na sà-ri-dim <gap> KÙ.BABBAR <gap> ša na-ri-im áš-qúl 4 GÍN KÙ.BABBAR lu-bu-uš 2 ṣú-ḫa-ri,"When I went to hahhum: 5 shekels for small goods,"
7cc68d9d-b204-4558-af32-1c8b2f6edd64,41,8,0.1951219512195122,0,3 GÍN KÙ.BABBAR lá-qé-ep DUMU šu-a-šur 2 GÍN ku-zi-zi-a 3 GÍN en-nam-a-šùr DUMU e-lá-ma 5 GÍN a-lá-ḫu-um ni-a-um 50 NINDA 1 DUG Ì.GIŠ en-na-num DUMU am-ri-a 30 NINDA 1 DUG ma-ma-ḫi-ir 20 NINDA 1 DUG ta-ri-iš-ma-tum 10 NINDA ki-ru-um a-ša-at ku-ku-wa,3 shekels of silver: Lā-qēp son of Šu-Aššur;
76717ac1-86b4-4fc2-8abe-7655a3026f21,59,12,0.2033898305084746,9,a-na <gap>-ar <gap> i zu <gap> ra <gap> ṭup-pí-a a-na ḫu-bu-ul i-dí-a-bi-im a-na qá-ta-tí-šu ṭup-pí-a ú-lá-pí-tù ù a-ḫa-ma 1 ma-na KÙ.BABBAR a-na wa-<gap>-ni DUMU a-ḫu-<gap> i-na ma-áš-kà-tí-a iš-qú-ul a-ḫu-ú-a be-lu-ú-a a-tù-nu a-na ma-lá ṭup-pí-a ma-lá a-wa-at ma-ḫi-ri-ku-nu i-ší-ik-na-ni ri-da-ma ba-áb DINGIR ṭup-pá-am <gap> ki-ma i-a-tí <gap> a-na <gap>-ḫi-ni-šu dí-na IGI a-bi-a DUMU nu-ur-ZU zu-ú-a NU.BÀNDA ù a-šur-na-da ku-ub-tù-um tap-pá-šu-nu,To <gap> They wrote my tablets for Iddin-abum's debt for his guarantor.
5bf906ac-870f-4a27-951e-e54cd64dd9f2,29,6,0.20689655172413793,0,1.5 GÍN KÙ.BABBAR a-na pu-šu-ki-in 1 GÍN a-na a-šur-ma-lik DUMU ili₅-ma-al-ki 1 GÍN du-um-qá-a 1.5 GÍN a-na ku-zal-lim DUMU i-li-a mì-ma a-nim i-nu-mì a-na a-lim{ki} ur-du-ni a-na ni-qé-šu-nu a-ta-dí-in-šu-nu-tí,1.5 shekel of silver for Pūšu-kēn;
f1ff7ea8-3705-4f1c-86ff-e0d2be46edbd,24,5,0.20833333333333334,0,1 GÍN KÙ.BABBAR be-lúm-ba-ni 1.5 GÍN KÙ.BABBAR a-šur-iš-tí-kál 1.5 GÍN en-na-sú-in 1 GÍN KÙ.BABBAR be-lá-num 1 GÍN e-lá-lí 1.5 GÍN a-šur-ma-lik 1 GÍN šu-sú-in,1 shekel of silver: Bēlum-bāni;
